Ball_of_foot_PMmax,Bridge_PMmax,Heel_PMmax,Calf_PMmax,Inner_shin_PMmax,Outer_shin_PMmax,ax_Mmax,ay_Mmax,az_Mmax,gx_Mmax,gy_Mmax,gz_Mmax,Ball_of_foot_PSmax,Bridge_PSmax,Heel_PSmax,Calf_PSmax,Inner_shin_PSmax,Outer_shin_PSmax,ax_Smax,ay_Smax,az_Smax,gx_Smax,gy_Smax,gz_Smax,Ball_of_foot_PMmean,Bridge_PMmean,Heel_PMmean,Calf_PMmean,Inner_shin_PMmean,Outer_shin_PMmean,ax_Mmean,ay_Mmean,az_Mmean,gx_Mmean,gy_Mmean,gz_Mmean,Ball_of_foot_PSmean,Bridge_PSmean,Heel_PSmean,Calf_PSmean,Inner_shin_PSmean,Outer_shin_PSmean,ax_Smean,ay_Smean,az_Smean,gx_Smean,gy_Smean,gz_Smean,Ball_of_foot_PMmin,Bridge_PMmin,Heel_PMmin,Calf_PMmin,Inner_shin_PMmin,Outer_shin_PMmin,ax_Mmin,ay_Mmin,az_Mmin,gx_Mmin,gy_Mmin,gz_Mmin,Ball_of_foot_PSmin,Bridge_PSmin,Heel_PSmin,Calf_PSmin,Inner_shin_PSmin,Outer_shin_PSmin,ax_Smin,ay_Smin,az_Smin,gx_Smin,gy_Smin,gz_Smin,Ball_of_foot_PMstd,Bridge_PMstd,Heel_PMstd,Calf_PMstd,Inner_shin_PMstd,Outer_shin_PMstd,ax_Mstd,ay_Mstd,az_Mstd,gx_Mstd,gy_Mstd,gz_Mstd,Ball_of_foot_PSstd,Bridge_PSstd,Heel_PSstd,Calf_PSstd,Inner_shin_PSstd,Outer_shin_PSstd,ax_Sstd,ay_Sstd,az_Sstd,gx_Sstd,gy_Sstd,gz_Sstd
508,510,509,509,448,419,76,160,360,1612,10373,4956,513,511,505,477,489,509,572,608,388,4809,3112,4342,456.4666667,509.8666667,509,508.8666667,426.2666667,399,-236.2666667,-203.2,196.8,-1404.933333,973.9333333,2705.8,511.4,508.3333333,501.7333333,472.8,473.4666667,501.9333333,262.6666667,121.0666667,129.8666667,2311.2,-1852.333333,1367.133333,380,509,509,508,411,371,-504,-392,-20,-5068,-4625,-543,506,503,498,470,458,489,20,-256,-192,-441,-9699,-4325,42.42933995,0.339934634,0,0.339934634,8.984925647,14,141.2210875,135.695345,117.4502448,1887.311014,3660.443169,1461.714664,1.781385229,2.385139176,2.080598205,1.758787461,10.74471446,6.016274225,165.6835002,240.8760308,125.5504502,1176.968943,3601.1116,2508.814962
507,510,509,509,472,451,4,-12,488,986,9143,7646,513,511,503,478,476,509,800,704,368,4914,1887,4698,448.4,509.9333333,509,507.8,428.2,408.3333333,-229.0666667,-217.6,133.6,-1426.066667,1275.266667,3163.2,512.8666667,509.9333333,500.6,475.8666667,470.9333333,507.0666667,314.1333333,137.8666667,57.6,2373.066667,-945.0666667,1612.466667,392,509,509,506,404,294,-544,-504,-236,-4696,-2650,-4567,512,507,498,474,467,504,-96,-312,-292,765,-8353,-3844,39.15745991,0.249443826,0,0.8326664,18.55873559,50.56437042,164.7913698,134.1903126,166.4743424,1583.312202,3194.334974,2946.202306,0.339934634,1.236482466,1.254325848,1.257864151,2.694851058,1.388844444,239.2203633,294.2719528,202.2740056,1045.479441,2731.096714,2156.923731
509,510,509,510,464,421,324,112,224,2261,1164,913,504,503,505,474,464,505,292,36,108,508,215,354,509,509.2666667,509,509.2,443.4666667,409.6,225.0666667,44,27.2,890.5333333,-42.66666667,109.8666667,462.5333333,503,498.1333333,470.0666667,457,502.5333333,237.8666667,14.93333333,78.13333333,133.2666667,-209.6666667,35.93333333,509,509,509,509,425,387,188,-184,-108,76,-1777,-995,444,503,493,468,450,499,228,-80,24,-50,-1633,-710,0,0.442216639,0,0.4,11.78624434,10.6758294,37.84788266,73.08807472,80.04265529,649.7301867,720.1098682,386.5532937,18.80378213,0,3.323986897,1.289271974,3.614784456,1.857118437,16.32122,37.50816207,17.0874873,163.09362,438.9272782,232.4081085
509,510,509,509,468,414,392,120,92,2634,2625,956,510,503,507,474,460,507,276,164,288,2390,2804,1358,509,509.0714286,509,509,459.8571429,400.4285714,222.5714286,49.71428571,-6.571428571,1081.357143,288.2142857,-223.1428571,460.0714286,503,502.0714286,472.9285714,457.5,505.8571429,206.2857143,-8,55.71428571,861.3571429,341.0714286,181.0714286,509,509,509,509,447,390,60,-112,-56,35,-1804,-2188,392,503,493,472,453,504,88,-648,-156,35,-1047,-556,0,0.257539377,0,0,6.780825306,7.118530002,89.29702785,55.62557039,36.42941176,833.7278253,1124.66485,947.0837086,46.20986952,0,4.008282242,0.593330276,2.163000561,0.832993128,50.7478762,188.1519143,91.21985104,902.7405581,976.1671011,507.5321896
509,510,509,510,478,394,320,160,128,2514,2162,1031,510,503,506,476,466,507,360,344,240,2809,3974,2652,509,509.4666667,509,509.2,466,385.3333333,226.9333333,51.73333333,-25.33333333,786.6,144.1333333,-155.2,459.6666667,503,504.4,474.1333333,460.6666667,505.2666667,229.3333333,52.8,64.26666667,646.9333333,669.7333333,394.2666667,509,509,509,509,457,375,120,-44,-120,-197,-1451,-2974,390,503,499,473,449,503,132,-92,-116,-241,-2186,-742,0,0.498887652,0,0.4,7.357535819,5.324993479,56.27488092,56.31277731,59.89620652,893.5572207,1154.970699,1158.919738,47.0951755,0,1.624807681,1.024152766,5.387227694,1.651934892,57.84884518,90.14595572,84.20250722,999.102495,1779.077981,856.6612296
509,509,509,510,477,408,276,176,84,3631,1259,1843,510,504,507,477,463,509,708,552,212,3463,1001,1386,509,509,509,509.0666667,468.8666667,390,222.9333333,81.06666667,-4.266666667,683.7333333,463.7333333,-157.6,467.9333333,503.1333333,496.1333333,472.4,457.6666667,506.3333333,234.6666667,88.26666667,60.8,781,146.0666667,172.1333333,509,509,509,509,456,375,180,8,-64,-224,-1029,-1002,427,503,452,469,451,504,76,-96,-320,-344,-798,-342,0,0,0,0.249443826,7.15417516,12.16552506,24.24174545,44.02342811,48.45268024,919.9458293,576.8101324,751.2850147,32.49916238,0.339934634,19.25916809,2.154065923,4.346134937,1.349897115,139.9707906,142.7610902,120.8520859,1168.56071,492.6089005,436.3794781
509,510,509,509,486,460,460,1240,192,3946,2770,2558,510,504,508,491,470,507,444,924,304,4031,3214,5599,509,509.3333333,509,509,479,404.1333333,230.9333333,132,-38.93333333,-21.8,-445.2666667,308,481.2,504,502.6666667,474.7333333,447.8,500.6666667,167.4666667,190.6666667,72.26666667,348.7333333,-1177.066667,5.466666667,509,509,509,509,467,363,-4,-236,-252,-3557,-2851,-1848,443,504,490,465,397,489,-44,-224,-196,-7809,-9356,-3833,0,0.471404521,0,0,5.477225575,31.66252605,116.6050123,323.0223934,129.881724,1776.047905,1403.584434,1027.928272,18.2032964,0,5.146735751,7.252279335,19.05150913,4.921607687,124.132116,309.1930716,117.6885532,3093.635541,3173.094567,2385.246315
509,510,509,509,478,384,320,240,192,5947,847,2357,510,504,504,489,469,505,724,364,1064,2475,5674,4933,509,509.4285714,509,509,464.7142857,370.3571429,185.1428571,29.14285714,27.42857143,-579.7857143,-1112.142857,379.7142857,483.5,504,490.5714286,477.2857143,457,498.0714286,263.7142857,108,166.8571429,-1276.214286,-127.0714286,595.4285714,509,509,509,509,454,362,-112,-328,-80,-2491,-8063,-816,446,504,478,468,436,488,-248,-116,-124,-5613,-8223,-2046,0,0.494871659,0,0,7.004371813,5.459031087,107.4422484,138.5346048,87.47711071,1980.318632,2108.725406,799.2661302,22.79019213,0,9.788581436,6.572981183,9.797958971,5.824385752,227.6411426,163.6581804,300.2986269,2465.841965,3884.450696,2151.742042
509,510,509,509,482,405,1000,392,168,6511,6436,2425,510,504,504,485,465,507,324,516,452,7088,7282,4752,509,509.3333333,509,509,457.2,364.4,256.2666667,99.2,8,719.7333333,2221.6,-1173,494.9333333,504,490.8666667,478.8666667,458,504.0666667,174.9333333,114.4,43.73333333,1251.666667,2004.933333,1736.133333,509,509,509,509,414,331,76,-128,-284,-2325,-180,-5223,463,504,453,475,451,500,-268,-152,-492,-2913,-4115,-1567,0,0.471404521,0,0,17.0458206,20.80961316,217.4296719,123.7477003,122.5332608,2286.984083,1895.878118,2045.940599,17.24902574,0,14.76422102,2.552558629,4.604345773,1.691810339,133.606121,180.516592,205.6973397,2588.761909,3201.889348,1770.395017
509,510,509,509,472,487,408,668,148,9439,3570,4398,510,504,502,483,464,508,1528,1732,1400,3268,2211,4091,509,509.2666667,509,509,449.4666667,461.4,245.8666667,137.8666667,-34.93333333,3127.066667,901.5333333,2201.266667,510,504,475.9333333,475.7333333,455.6,505.4,323.7333333,194.4,236.5333333,1696.866667,-172.5333333,1363.466667,509,509,509,509,432,393,-20,-208,-320,-1626,-2364,-434,510,504,458,472,449,501,88,-264,-104,-118,-3309,-1640,0,0.442216639,0,0,11.54623556,35.0215172,116.1595837,210.0405887,125.7847191,2766.407718,1532.418779,1562.034249,0,0,13.5865947,2.976948475,4.601449047,1.781385229,341.9768933,440.617264,349.1181016,906.6328082,1499.060856,1549.348718
509,510,509,509,471,398,416,196,168,5101,5226,1247,509,505,508,481,463,505,680,640,392,6303,8572,4772,509,509.0666667,509,509,456.5333333,390.7333333,241.8666667,87.46666667,-24.53333333,-382.5333333,2062.8,-1016.4,497.2,504.8666667,488.6666667,468.6666667,435.2,495.1333333,272.8,10.4,164,-1693.466667,1579.2,1986,509,509,509,509,439,384,24,-180,-540,-3504,-1,-5066,479,504,455,466,414,493,-60,-676,-168,-5039,-2358,-731,0,0.249443826,0,0,9.149620514,3.837823457,92.72027226,102.6462317,150.4401838,2953.551644,1536.528,1522.038975,9.071567303,0.339934634,12.16917782,3.753516869,14.20891739,2.82528268,207.8419913,297.7204058,145.7523013,2421.776204,3144.500982,1467.198192
509,510,509,509,481,401,672,424,828,16593,4454,11979,510,505,507,489,478,508,600,728,452,3555,527,9141,509,509.1333333,509,509,446.6666667,353.6666667,147.7333333,-144,-1.866666667,-2042.6,-3730.866667,2572,493.8666667,505,493.4,473.5333333,454.4666667,500.8,162.4,108.2666667,66.93333333,534.0666667,-4350.666667,-666.9333333,509,509,509,509,415,326,-448,-1964,-716,-22195,-14984,-4531,431,505,463,465,424,488,-548,-716,-348,-4961,-8605,-5981,0,0.339934634,0,0,21.31561764,24.23404401,286.5015338,525.5904616,304.7389849,9639.86017,5773.238905,3792.630732,23.46590908,0,12.27354879,7.163487667,13.19528535,6.326663154,293.78196,334.5347947,188.809416,2328.40267,2961.453532,3411.633811
509,510,509,509,473,476,288,480,676,3429,2200,8935,511,505,507,488,467,508,484,432,416,3910,-261,5278,509,509.0666667,509,509,452.0666667,424.9333333,196.5333333,75.73333333,42.4,475.0666667,-1340.733333,2801.266667,494.6666667,505,500.2,476.9333333,444.0666667,494.7333333,280.8,34.93333333,92.53333333,691.7333333,-3609.533333,-233.3333333,509,509,509,509,423,388,-4,-696,-280,-7397,-9838,-500,454,505,489,470,399,479,60,-344,-388,-2631,-6981,-3715,0,0.249443826,0,0,12.97416236,33.81807538,72.47056107,249.5370291,216.4725695,2973.991492,3517.234813,2442.303379,18.37994076,0,4.763752023,4.234251869,24.85549347,10.39529808,136.3696936,223.6543365,196.1815033,2204.874614,2184.5755,2312.008266
509,510,509,509,477,446,496,384,324,5841,2735,6845,510,506,508,487,462,510,540,420,360,6104,1812,1582,509,509.0666667,509,509,445.0666667,420.8,219.2,125.0666667,22.66666667,1023.133333,-1480.866667,2498.666667,508.8,505.8666667,505.9333333,485.2666667,453.8,504.4,328.5333333,54.66666667,72.8,1927.466667,-2151.066667,-624.4666667,509,509,509,509,427,358,4,-256,-228,-5949,-7104,-1390,502,505,503,481,447,492,80,-248,-132,-822,-4905,-2949,0,0.249443826,0,0,15.50254459,23.21264023,144.1569515,156.409491,126.6905241,3385.071479,2924.95741,2194.122138,2.712931993,0.339934634,1.526069752,1.526069752,3.936157178,5.148462554,146.7723256,173.679654,120.9755898,2005.279594,2102.207743,1620.750109
509,509,509,509,448,433,596,284,452,6376,3898,10638,510,506,508,484,469,505,828,404,284,4455,3215,5557,509,509,509,509,431.3571429,411.8571429,257.7142857,143.1428571,12.28571429,1517.642857,705,1987.214286,509.1428571,506,506.5,481.1428571,459,503.7142857,303.7142857,73.14285714,138,2051,-692.7142857,1482.571429,509,509,509,509,415,400,100,-52,-232,-5333,-7290,-4318,507,506,504,480,450,502,168,-252,-108,531,-6711,-4338,0,0,0,0,10.47177937,11.87348272,121.266783,95.64432411,176.0030148,2884.420135,2716.343551,3339.099091,0.989743319,0,1.349603116,1.301490511,7.111359123,0.795394909,169.9308383,179.0286717,113.9699208,942.746671,3010.67051,2839.51235
509,510,509,509,451,413,420,460,240,4060,3446,6139,510,506,507,482,468,508,980,852,440,4293,3089,4978,509,509.0714286,509,509,431.7857143,366.7857143,262.2857143,97.14285714,-36.28571429,2509.928571,413.6428571,2775.071429,509.7857143,506,503,480.4285714,462.2857143,505.2857143,135.1428571,214.5714286,126.2857143,2407.642857,-802.7857143,1062.714286,509,509,509,509,399,339,108,-112,-256,-1308,-4813,-181,509,506,498,479,458,503,-600,-452,-216,-376,-8502,-1550,0,0.257539377,0,0,14.50211104,26.84659747,89.83431461,152.8504671,132.9443646,1278.939542,2219.079591,1744.86301,0.410325903,0,2.104417123,0.728431359,2.839229559,1.484614978,381.6151497,364.2686831,195.0045525,1355.541621,2948.968274,1944.759237
509,510,509,509,457,407,512,1388,128,8009,407,7558,510,507,508,471,462,508,660,416,268,3617,-994,2640,509,509.1333333,509,509,442.6666667,397.1333333,257.3333333,184.8,-32.53333333,1020.266667,-2583.533333,3608.333333,501.0666667,506.9333333,497.6,466.8,454.3333333,501.2,266.9333333,76.8,67.73333333,82.93333333,-4463,-872.4666667,509,509,509,509,413,385,-160,-432,-264,-4815,-10234,-215,479,506,480,463,445,494,-28,-220,-200,-2475,-9176,-4888,0,0.339934634,0,0,13.32499739,5.289822513,176.7116924,402.3589111,113.64381,3109.727522,2837.510432,2406.287671,10.26623376,0.249443826,11.07429456,2.4,5.699902533,4.901700385,163.3023644,194.5343843,135.0434333,2104.099189,2352.28343,2031.610326
509,510,509,509,459,437,1372,960,232,4197,3442,8933,510,507,506,476,463,507,532,384,360,3767,-307,2518,509,509.0714286,509,509,446,381.9285714,434.8571429,138.2857143,-116.8571429,1147.571429,-1937.142857,4748.571429,506.2142857,507,503.5,472,456.9285714,502.7142857,260,-14,65.71428571,1252.214286,-4767.5,-1265.214286,509,509,509,509,433,327,108,-276,-1036,-4202,-7044,1527,471,507,490,468,448,492,36,-548,-256,-1966,-10811,-5463,0,0.257539377,0,0,7.615773106,26.93766425,393.3022933,354.2774193,308.1601757,2564.497047,3005.353458,2542.50101,9.965501718,0,4.625241306,1.889822365,4.350111422,3.554244373,159.1046376,264.6042868,171.2923268,1628.371368,3150.11743,2053.358683
509,510,509,509,430,283,420,288,68,1547,955,948,510,507,505,485,464,508,428,216,192,3022,4665,3324,509,509.1428571,509,509,419.9285714,275.4285714,213.7142857,38.28571429,-43.14285714,-254.7857143,-284.0714286,-85.35714286,509,507,503.9285714,483.4285714,460,505.4285714,245.7142857,54.28571429,8.285714286,-718.5,633.5714286,181.2857143,509,509,509,509,412,272,-96,-384,-152,-1528,-1457,-1070,502,507,502,482,457,502,136,-60,-92,-4976,-3574,-1798,0,0.349927106,0,0,5.035081014,3.155817433,117.387897,162.4506204,68.42186069,1011.135725,836.913843,486.9676738,2.32992949,0,1.279748062,0.903507903,1.8516402,1.720227797,78.62699334,70.40640045,69.20717198,2760.475962,2723.545214,1490.759942
508,494,506,508,194,383,508,336,108,4025,-111,2573,491,505,505,403,412,134,716,492,144,4024,1897,5574,492.9333333,477.8,493.8666667,507.0666667,181.4666667,366.5333333,232.8,118.9333333,-36.8,612.4,-3384.533333,627.6,385.2666667,497.3333333,505,388.7333333,395.6666667,126.1333333,270.4,107.4666667,-28,55.6,-2862.6,2546.933333,479,466,467,506,156,350,-100,-52,-168,-1558,-7247,-2084,286,487,505,371,374,112,-32,-112,-240,-2654,-7883,-112,7.496369492,9.005183692,14.20266016,0.442216639,11.0867288,9.98576765,153.3915252,118.2401323,78.65807863,2012.548958,2042.006982,1196.711873,75.5164147,6.538773245,0,10.87177794,13.19932658,5.572152985,185.1258311,168.7846228,113.9918126,2022.068538,2487.881798,1276.156128
509,501,506,508,260,473,1600,984,288,19327,3733,5464,487,507,505,447,458,281,2020,1084,688,10423,11062,7872,476.3333333,486.6666667,405.4666667,507.7333333,198.2,387.2,393.8666667,31.46666667,34.66666667,1083.4,-3323.8,1714.533333,455.6,499.5333333,505,413.4,428.6,203.6,456.5333333,166.9333333,-7.2,3306.466667,-3270.266667,3859.266667,428,459,217,507,102,220,-132,-1680,-224,-8361,-15999,-2758,352,483,505,392,394,153,20,-508,-604,41,-12798,-14,27.14569743,12.98546196,89.97545344,0.442216639,41.66725333,75.1719806,430.0495889,548.7690305,125.9982363,5844.633422,5663.360089,2262.771453,34.34103473,7.597075461,0,15.02797392,16.98155862,44.42791915,551.9900804,357.0261366,286.321777,2883.846918,5973.771343,2158.816727
509,499,509,509,220,451,2040,636,776,25003,4050,9594,496,508,505,423,437,211,1420,780,332,11630,7861,8749,459.6,484.6,434.6666667,508.0666667,194.4666667,418.8,651.4666667,3.733333333,25.33333333,338.2666667,-4904.2,834.1333333,448.4,499.8666667,505,402.6666667,412,177.4666667,528.8,117.6,-33.6,282.2666667,-3177.866667,4233.4,372,473,330,507,156,401,-588,-1024,-392,-32492,-21745,-14581,352,493,505,371,385,165,-208,-640,-348,-6060,-17123,95,49.38258802,8.754427451,58.56354573,0.442216639,17.02103274,13.6,736.147618,517.3068034,285.6073451,11219.34865,7859.50343,5633.40902,44.21432649,6.075817275,0,13.20942425,15.78606981,12.0823103,430.3628237,403.5067616,198.7255394,4617.026539,7291.580513,2288.360164
509,506,508,508,235,489,2040,760,1504,21632,15520,8487,509,508,505,439,435,232,1864,1068,144,7097,13118,7587,483,495.6666667,446.6666667,507.5333333,197,428.2666667,329.3333333,20.53333333,68.53333333,2838.866667,-119.0666667,1529.8,475.8,497.9333333,505,403.6666667,425.5333333,198.2666667,56,41.06666667,-222.6666667,-2133.533333,641.5333333,1929.466667,434,465,340,506,147,308,-336,-2040,-496,-7052,-14099,-9252,428,483,505,380,396,178,-1224,-992,-1236,-8649,-13487,-5154,25.76043478,12.71569459,53.70371392,0.618241233,19.97331553,38.62031705,678.6145363,623.3669724,421.4890851,8591.203663,9639.125517,4691.285271,26.89783139,8.690735808,0,15.69996461,9.279846742,15.59686578,644.8863466,462.8548321,355.793698,5012.606878,9540.826211,4225.890689
504,502,508,508,197,437,1804,1272,156,4940,17149,6582,506,508,505,406,447,174,1444,1544,392,7800,20724,7718,495.2142857,480.9285714,432,507.1428571,187.5,410.2142857,543.7142857,315.7142857,-64.85714286,-4019.857143,2118.142857,2914,378.5,499.0714286,505,392.0714286,402.6428571,129.5714286,396,231.1428571,34,-2596.785714,2967.857143,937.2857143,476,460,352,507,178,373,-112,-148,-468,-28875,-5353,-2574,297,488,505,384,333,0,-404,-672,-404,-9099,-11369,-7816,7.252374699,11.4795737,50.61196922,0.349927106,5.691472318,15.94713844,634.2986485,396.4080561,186.1131979,8574.509672,6529.668432,2506.940537,68.32250205,6.064702156,0,6.385969953,29.42692436,44.15187148,498.9634971,549.6121824,235.4266643,4356.3752,9598.278051,4397.681978
503,505,509,508,203,436,2040,2040,356,22427,18525,10447,476,504,513,425,446,166,2040,1252,1024,15466,5581,16109,451.6,492.5333333,412.3333333,507.4666667,167.3333333,404.6,300.8,362.1333333,-137.6,-2384.066667,-1534.066667,2512.533333,445.1333333,493.8666667,511.6666667,402.4666667,427.7333333,85.13333333,23.73333333,3.2,27.73333333,-186.3333333,-4141.866667,5441.066667,385,473,168,507,132,372,-532,-380,-1544,-31042,-14276,-1331,351,475,505,389,398,0,-1440,-2040,-656,-12989,-17693,-9478,38.94919768,9.783432708,122.8688551,0.498887652,22.26107714,16.06569845,533.0049656,572.882055,438.4768789,13994.92797,7996.757588,3136.332569,33.42228132,9.443633952,2.796823595,9.083807327,11.99703667,34.3489285,799.2055611,810.1610704,411.6917077,7901.476762,6439.31254,6951.049067
492,501,510,508,197,434,1164,404,148,5333,12963,7080,493,503,513,434,443,166,1028,1512,452,8599,16315,5207,442.4,488.2,477.0666667,507.5333333,176.6,409.2666667,311.4666667,1.066666667,-26.4,-1553.933333,4486.533333,2301.333333,455.2,494.1333333,513,417.4,419.2,119.1333333,310.6666667,161.8666667,-100,-1433.733333,5479.266667,-401.0666667,401,477,443,506,151,375,-128,-1364,-260,-22218,-519,-1756,330,485,513,401,372,80,-296,-348,-700,-8464,-5737,-8756,33.39421108,8.439589248,25.04786529,0.718021974,12.57404735,14.61262772,336.7606206,410.5968772,112.8897988,8214.057702,4771.119266,2347.666634,40.27273685,4.558752266,0,9.393614853,18.61970283,20.82263725,358.4162695,436.7220118,231.7469885,4435.90734,5191.530403,3596.639718
505,500,507,508,192,406,1720,1968,492,9702,14259,8433,498,508,513,420,435,152,1960,1252,1348,10944,12200,10638,485.4666667,481.8666667,449.0666667,507.3333333,171.6666667,383.6666667,348.8,286.6666667,18.13333333,-405.3333333,-1287,1165.333333,423.4666667,499.4,512.9333333,400,413.9333333,104.8,503.7333333,320.2666667,-48.26666667,-82.86666667,-440.2,2863.466667,414,465,340,507,130,356,-156,-164,-912,-6604,-23999,-6808,313,487,512,380,369,44,-356,-260,-1540,-7712,-17014,-5339,25.9277629,12.55317578,53.63887479,0.471404521,15.06283137,14.42528644,447.3762324,547.7160659,282.0680454,4711.703339,9741.174953,3435.887186,73.21281005,5.919459435,0.249443826,10.7579428,15.90583401,26.05941928,692.3235724,381.9541799,532.3827529,5651.559524,8740.279486,4417.566885
508,504,508,508,178,401,940,600,288,16240,11221,3892,490,508,513,423,426,144,636,1248,408,9412,11540,9034,477.8571429,484.6428571,462.2142857,507.3571429,162.7142857,375.8571429,386.2857143,131.4285714,-123.4285714,2875.714286,-3087.285714,342,422.3571429,500.2142857,513,406.1428571,411.1428571,102.3571429,300,316.5714286,-123.4285714,1567,-1545.142857,3350.5,437,461,336,507,135,365,-36,-948,-400,-4255,-15070,-6570,289,488,513,390,392,80,-80,-88,-968,-3649,-14766,-3361,25.72896406,16.66736393,44.44768767,0.479157424,11.17029589,9.43289944,294.8848271,377.0952351,158.8088313,4900.826278,7175.312471,2757.960038,61.18660818,7.70137809,0,10.39132291,10.27380263,18.16828926,217.3975949,362.6973777,307.631903,3497.574956,7189.425666,3097.344687
636,490,510,508,183,397,716,584,172,547,2058,3733,440,508,513,420,419,113,1044,436,380,2956,6076,9744,489.7333333,480.1333333,492.1333333,505.4666667,176.2,382.2,334.1333333,174.6666667,-13.6,-1093.733333,-761.5333333,1220.066667,363.9333333,488.1333333,511.4666667,404.3333333,400.3333333,94.13333333,416.5333333,159.7333333,-16.26666667,-372.1333333,-1340.866667,2664,285,457,463,477,166,371,56,-488,-324,-6764,-5950,-500,326,459,491,388,341,47,-76,-196,-672,-2998,-10612,-2135,65.66121805,9.279846742,15.40504968,7.623355925,4.198412398,7.626270386,167.7831405,243.4755749,127.4973464,1671.40366,1911.35114,1031.738369,31.18432655,15.75168421,5.475602453,8.59198593,20.23747898,17.10698363,307.5958098,166.0038018,251.9151886,2208.082513,4274.373621,2930.142613
495,494,492,508,159,378,536,204,96,3614,1548,1927,454,492,513,417,408,82,300,340,160,2819,2319,2198,456.0666667,482.4666667,450.2,507.5333333,145.9333333,373.4,266.6666667,98.13333333,-41.33333333,1311,-530,27.8,440.2,480.6666667,513,409.2,400.2666667,75.06666667,181.8666667,117.0666667,-51.73333333,1299.2,-4.866666667,955.8,436,475,396,507,130,369,68,-248,-296,-1088,-5020,-2224,402,467,513,398,385,70,-44,-32,-356,377,-3529,-653,18.95773076,5.389702115,27.11260469,0.498887652,7.903304513,2.678307924,124.4222202,113.1546827,86.99629622,1200.939799,1967.958468,1031.870806,13.38257574,7.896553397,0,6.594947561,6.191032942,3.193048004,99.8224201,82.91318083,122.3718196,852.7719664,1996.62034,958.2649738
506,502,504,508,161,372,484,280,176,4087,5962,1014,478,506,513,421,432,133,440,208,152,3814,7282,5054,475.4666667,488.0666667,468.8666667,507.3333333,151.6666667,368.2666667,215.4666667,131.2,0.8,1553.266667,-1430.6,48.8,417.4666667,492.8,513,404,416.6666667,100.2,227.4666667,57.86666667,-52.53333333,1127.733333,-1022.2,1622.266667,445,464,420,506,142,364,-88,-56,-152,-650,-7001,-1494,274,482,513,398,387,78,-160,-292,-424,-2036,-10130,-1825,19.30756904,14.20547625,26.34860317,0.788810638,6.45669334,2.174600857,141.1107682,100.135375,88.30492625,1572.607621,4172.630438,698.1827077,69.07953548,8.255906976,0,6.335087476,11.93128474,16.76981415,140.3528252,119.5535398,123.460043,1668.031433,4979.342088,1876.49018
506,506,508,508,159,377,680,352,208,4714,6661,2286,469,508,513,410,426,114,564,384,196,5449,6522,5370,480.4,484.3333333,474,506.1333333,147.6,367,236.2666667,139.2,-22.93333333,1096.333333,-1789.8,513.8,409.1333333,491.6666667,513,394.1333333,415.5333333,99.2,280.2666667,111.2,17.6,769.2666667,-960.8666667,1974.8,408,458,394,504,132,359,-124,-180,-220,-3780,-8980,-2132,309,472,513,383,394,85,52,-48,-92,-4024,-7985,-2222,24.75964459,18.09849595,31.78469233,1.30979218,8.436428944,6.099180273,218.7746075,144.8213612,110.6149277,2430.364792,5497.295495,1066.017211,51.48186304,12.29995483,0,6.641954197,8.196476208,8.58059827,160.4557952,99.01057183,69.27895303,2540.527936,4790.088223,2685.664889
504,495,498,507,156,381,368,212,60,2724,682,293,454,498,513,427,417,100,332,260,116,3001,1666,2625,488.9333333,480.2,486.4666667,506.4,144.0666667,376.8,237.8666667,104.2666667,-49.06666667,1622.666667,-1147.866667,-454.3333333,417.8,491.4666667,513,411.5333333,404.4,95.6,216,134.1333333,-1.6,1671.8,-502.8666667,1262.6,474,466,467,505,136,368,80,-16,-156,-580,-3645,-1181,323,485,513,405,393,91,136,36,-72,356,-3305,333,11.10835521,10.29044865,9.597684906,0.879393731,6.423567718,3.709447398,81.20251775,57.99248994,61.82067256,926.7812159,1335.148924,400.4188918,41.55670824,3.913509366,0,6.291440393,7.059745038,2.274496281,54.10113985,63.10823155,49.41902468,764.2290407,1758.500303,612.9516349
