Ball_of_foot_PMmax,Bridge_PMmax,Heel_PMmax,Calf_PMmax,Inner_shin_PMmax,Outer_shin_PMmax,ax_Mmax,ay_Mmax,az_Mmax,gx_Mmax,gy_Mmax,gz_Mmax,Ball_of_foot_PSmax,Bridge_PSmax,Heel_PSmax,Calf_PSmax,Inner_shin_PSmax,Outer_shin_PSmax,ax_Smax,ay_Smax,az_Smax,gx_Smax,gy_Smax,gz_Smax,Ball_of_foot_PMmean,Bridge_PMmean,Heel_PMmean,Calf_PMmean,Inner_shin_PMmean,Outer_shin_PMmean,ax_Mmean,ay_Mmean,az_Mmean,gx_Mmean,gy_Mmean,gz_Mmean,Ball_of_foot_PSmean,Bridge_PSmean,Heel_PSmean,Calf_PSmean,Inner_shin_PSmean,Outer_shin_PSmean,ax_Smean,ay_Smean,az_Smean,gx_Smean,gy_Smean,gz_Smean,Ball_of_foot_PMmin,Bridge_PMmin,Heel_PMmin,Calf_PMmin,Inner_shin_PMmin,Outer_shin_PMmin,ax_Mmin,ay_Mmin,az_Mmin,gx_Mmin,gy_Mmin,gz_Mmin,Ball_of_foot_PSmin,Bridge_PSmin,Heel_PSmin,Calf_PSmin,Inner_shin_PSmin,Outer_shin_PSmin,ax_Smin,ay_Smin,az_Smin,gx_Smin,gy_Smin,gz_Smin,Ball_of_foot_PMstd,Bridge_PMstd,Heel_PMstd,Calf_PMstd,Inner_shin_PMstd,Outer_shin_PMstd,ax_Mstd,ay_Mstd,az_Mstd,gx_Mstd,gy_Mstd,gz_Mstd,Ball_of_foot_PSstd,Bridge_PSstd,Heel_PSstd,Calf_PSstd,Inner_shin_PSstd,Outer_shin_PSstd,ax_Sstd,ay_Sstd,az_Sstd,gx_Sstd,gy_Sstd,gz_Sstd
503,496,492,508,158,383,508,248,88,3036,1392,710,453,490,513,426,423,99,256,320,80,2810,1644,2615,470.4666667,486.8,443.2666667,507.1333333,138.0666667,376.2666667,261.3333333,153.8666667,-30.13333333,1690.133333,-1201.733333,-103.3333333,424.8666667,484.8,512.8666667,408.5333333,414.2,93.4,201.6,164.5333333,4,1584.6,-544.0666667,1514.133333,444,470,408,505,129,366,100,36,-180,-992,-4595,-952,354,479,512,393,406,88,76,-24,-40,520,-3884,114,19.42461211,8.803029781,28.95160713,1.146976702,8.386232103,4.878068835,102.4361047,60.99384304,79.54358693,1082.459598,2048.562308,596.8438843,25.06489355,3.350621833,0.339934634,9.149620514,4.664761516,3.47946356,54.25470794,76.84258079,31.29217154,688.5462754,1915.844826,735.4021001
515,502,493,508,158,375,392,332,88,4089,-662,1222,471,498,513,418,431,112,344,280,80,3399,389,3663,487.4666667,471.8666667,478.4666667,506.8,150.7333333,363.2666667,189.3333333,123.4666667,-40.53333333,318.5333333,-2989.466667,111.2,386.4,488.4666667,512.6666667,402.7333333,411.1333333,97.53333333,248,124.2666667,14.4,332.6,-2253.466667,2154.266667,426,458,444,505,133,354,32,-36,-192,-1966,-5819,-2294,341,467,512,392,399,87,108,-44,-36,-2403,-4871,821,21.26614419,13.73495136,12.98135415,0.653197265,8.706064298,5.824850976,104.4979532,105.3741693,81.17624174,2124.820333,1643.983368,1102.756256,47.66242405,9.858104393,0.471404521,8.613684203,10.26883094,8.585776351,67.12376628,96.81285498,35.71143608,2173.552018,1554.697993,836.0592855
508,503,478,508,159,390,560,260,132,4534,1623,2307,469,500,513,404,435,120,448,300,136,4385,1954,5404,495.8666667,480,454.7333333,506.6,146.6666667,374,298.9333333,118.4,-56.8,1250.533333,-2970.533333,528.5333333,396.0666667,489.9333333,512.5333333,398.0666667,419.2,105.2666667,228,141.0666667,-9.066666667,1149.066667,-2537.533333,2770,475,460,405,505,132,356,-60,-92,-152,-2839,-9055,-1535,305,477,512,387,402,93,72,-8,-108,-1582,-5617,1386,10.61989747,18.43908891,22.01050254,0.879393731,8.919392107,12.01110597,153.5323925,99.83239287,78.01811755,2419.324034,2876.925555,968.7514209,62.88769532,8.127867016,0.498887652,5.118159391,11.80508365,8.086751854,95.15180853,96.5038629,61.94133425,1959.93692,2355.85084,1080.948164
510,481,510,509,239,467,1664,204,180,5055,2145,3511,503,506,511,470,475,327,1056,604,212,8229,10662,5428,504,470.1428571,464.4285714,508.1428571,213.5,402.7142857,230.5714286,22.28571429,34.85714286,-1067.714286,-151.0714286,-68.21428571,438.7142857,502.9285714,423.7142857,458.8571429,445.3571429,243.4285714,196.5714286,-62.85714286,-95.14285714,502.2142857,489.0714286,564.5714286,485,447,304,508,199,224,-76,-228,-108,-14119,-2378,-2110,355,488,137,448,404,185,-232,-616,-452,-5175,-3200,-1685,7.901175319,8.322578094,65.69161099,0.349927106,15.05584841,66.81683767,421.2080779,104.5886012,74.68682915,4902.632783,1451.232061,1638.030358,42.38501853,5.662713707,135.5029934,5.680255815,19.08480002,37.82802114,305.439663,276.2335599,180.0138317,3383.194205,3340.801304,1687.026959
509,470,493,508,192,419,276,144,24,214,456,-33,480,496,511,444,417,137,252,124,-12,867,757,1029,508.6428571,464.1428571,472.7142857,508,189.5714286,390.7142857,249.1428571,68.57142857,2.285714286,-70.85714286,-32.64285714,-305.4285714,424.2857143,487.5,383.3571429,440.9285714,404.7142857,127,227.1428571,70,-32.85714286,100.8571429,207.7142857,258,508,455,427,508,187,372,184,16,-16,-440,-423,-803,384,481,262,439,393,120,176,16,-76,-566,-337,-432,0.479157424,4.793703353,19.24440019,0,1.34771159,12.69098989,21.82677629,29.03621946,12.80306086,149.5014845,257.1893708,208.1039281,37.0413448,4.305312333,101.447106,1.386891988,7.60102034,5.903993806,16.98258412,26.47910227,19.83812038,443.8709364,342.2470763,441.91612
510,505,448,508,190,382,360,284,176,8021,5097,-267,486,501,511,449,443,241,380,132,24,8030,3644,3224,461.8571429,490.5,386.1428571,508,173.2857143,358.3571429,252,44.28571429,78.57142857,658,1400.285714,-580.3571429,472.0714286,495.2857143,509.5,446.1428571,425.7857143,196.1428571,250.5714286,-24.57142857,-56,4766.571429,1017.285714,-1169,404,470,311,508,159,340,156,-116,-140,-602,-1431,-985,450,489,499,436,414,185,184,-324,-240,-1021,-2374,-4951,42.27099165,12.45993579,46.62595406,0,11.20859728,13.65182951,45.607017,107.1763757,76.95055396,2090.157752,1673.827753,203.2983758,11.11282583,4.095791768,3.311236282,3.997448166,7.811882629,15.51431202,62.80322363,104.5027097,62.95576678,2564.824213,1777.98439,2463.828148
501,494,508,508,211,453,352,252,152,-446,103,539,507,507,511,444,458,234,628,524,716,3386,5009,8911,489.5333333,485,459.5333333,508,208,435.5333333,235.4666667,116.5333333,45.33333333,-1326.666667,-889.6666667,-3,382.2666667,499.6,511,437.8666667,426.1333333,206.3333333,242.6666667,40.53333333,-43.46666667,-1629.933333,96.86666667,1571.066667,483,468,425,508,204,419,116,0,-96,-2428,-2461,-390,236,489,511,431,372,149,-236,-216,-340,-10175,-4284,-1722,4.470147897,7.974960815,28.46487114,0,1.712697677,8.905928113,63.83088768,65.07213092,78.52869256,510.6344637,840.1750347,268.6015637,98.12201022,6.031030868,0,3.180496118,30.24095824,28.05866869,186.3998093,179.7293768,230.7731546,3338.326456,2406.217221,2788.374926
509,508,475,509,216,482,660,844,220,11971,2594,4828,496,506,511,449,450,216,812,496,56,8158,2944,3849,489.3333333,506.4666667,363.2666667,508.1333333,185.8,417.8,296.5333333,88.26666667,-2.133333333,1940.8,179.8666667,1674.6,447,496.7333333,511,439.5333333,440.5333333,204.2,313.6,-9.6,-94.93333333,2945.933333,1084.866667,1292.6,466,504,205,508,118,277,128,-364,-260,-6150,-3497,-1296,374,478,511,434,432,191,-112,-996,-312,635,-1631,-1231,15.87730736,1.024152766,96.55082714,0.339934634,31.08096953,62.0969135,141.1938935,291.1108533,144.6125244,3787.578174,2196.531474,1988.79229,40.25419233,9.044089537,0,3.99777716,6.312597634,7.884161338,220.456738,324.7146029,102.5693045,1801.141692,1568.50051,1409.269305
495,506,481,509,214,483,720,788,588,15128,3045,7166,473,505,511,448,433,162,1488,788,1520,7336,7999,5537,466.8571429,505.3571429,397.2857143,508.4285714,197.9285714,456.1428571,290,233.1428571,70.57142857,2774.857143,261.3571429,3092.071429,454.1428571,494.0714286,511,440.7142857,424.3571429,153.2142857,497.7142857,28.57142857,-127.4285714,2209.285714,760.7857143,2501.785714,439,504,148,508,162,403,-8,-336,-436,-2142,-6078,-104,438,475,511,436,413,144,-20,-552,-1116,-16911,-3656,-471,15.81526,0.894997435,96.12375102,0.494871659,17.82640211,22.90931546,191.3247053,327.0454003,292.4443083,5184.433539,2370.749146,2344.205697,10.70952275,9.647089018,0,3.260774917,5.959471967,4.959530096,421.601611,335.6694195,563.659182,5581.19262,3727.155276,1585.856604
483,506,502,509,229,490,612,404,236,3161,10578,2915,509,508,511,445,489,282,436,384,152,3256,6197,1695,449.7142857,497,441.9285714,508.8571429,212.3571429,475.2857143,291.1428571,187.4285714,74.85714286,-1680.357143,4959.571429,-1039.142857,487.1428571,506.5714286,511,440.3571429,472.5,269.1428571,176.5714286,56.57142857,-90.85714286,-235.4285714,4189.357143,-2776.928571,412,477,404,508,192,455,-44,20,-148,-6870,586,-6220,388,494,511,437,460,257,-184,-156,-420,-3527,459,-5587,27.7268013,9.569296138,27.80920784,0.349927106,13.87498851,11.65227489,193.74315,108.4947097,115.0545567,2976.501676,3080.174872,2399.277476,31.67436355,3.639354058,0,1.985919825,7.789645141,8.288176974,160.5409224,128.4265851,147.1980479,2115.649063,1516.993955,2067.228768
510,507,507,509,198,450,868,604,376,6846,5348,4071,489,508,511,456,463,270,288,588,216,7219,100,4389,481.5,498.8571429,468.2142857,508.2857143,188.2857143,438.7142857,267.4285714,78,6.571428571,1885.142857,-2834.214286,1435.5,406.3571429,506.7142857,511,445.7857143,458.5714286,232.5714286,151.7142857,79.42857143,-90.85714286,1947.142857,-3170.642857,2948.928571,425,478,376,508,165,413,16,-260,-180,-3859,-7956,-1752,289,504,511,429,452,207,-32,-392,-284,-347,-5820,1360,33.45092354,9.62034409,44.96693797,0.451753951,9.57995356,8.421304373,223.0585171,205.5334523,134.7472312,2789.488352,3977.629556,1376.900492,71.09410981,1.435696517,0,9.064676903,3.437488404,20.11649744,107.5914419,254.1039479,124.7940344,1852.20185,1661.590916,825.935873
505,506,493,509,191,455,416,312,272,2329,4621,1828,482,507,511,444,429,123,624,760,324,4629,3444,2046,494.9333333,497.9333333,445.8666667,508.0666667,180.7333333,444,259.7333333,137.6,-15.73333333,1076.733333,1623.466667,289.6666667,460.4666667,503.5333333,511,435.2,412.9333333,84.53333333,300,101.6,-24.26666667,1353.066667,2100.2,739.2,490,484,373,508,172,431,60,16,-144,-901,-1554,-1822,444,500,511,426,402,65,32,-212,-532,-629,1140,-1365,5.02615382,8.176932323,38.19226216,0.249443826,5.195724738,8.016649342,112.3752444,91.04782626,115.7050657,811.0348506,1387.552707,1000.565684,13.18011971,1.961858529,0,5.243408561,8.070247139,15.9827685,178.1205584,255.0055686,198.4014337,1403.916639,604.6640059,949.5045164
509,505,500,509,196,447,608,412,116,7910,-1447,3503,451,509,511,442,451,33,420,460,28,3814,-303,5038,496.6428571,488.1428571,478.8571429,508.0714286,186.4285714,427.7857143,318,137.4285714,-15.42857143,2030.642857,-4630.785714,1949.214286,395,505.3571429,511,433.3571429,431.4285714,28.42857143,209.1428571,136.5714286,-109.4285714,1799,-2968.5,3611.571429,474,469,430,508,175,407,116,-196,-184,-2212,-7926,937,310,502,511,421,414,23,44,-72,-308,-467,-5057,1984,11.95591392,14.5300533,22.65851194,0.257539377,7.326217946,9.770060472,155.9981685,140.8432332,86.67650389,2290.949541,1866.294693,726.4642532,49.87555943,2.286830085,0,6.36516348,11.3623079,3.06394437,107.9092589,141.2584836,85.70523762,1442.103077,1638.223243,979.5616158
510,488,490,508,183,470,440,308,60,2834,1197,1404,498,507,511,433,446,63,384,296,344,4301,3259,2266,508.2857143,480.2857143,451.5,508,178.8571429,443.7142857,250.8571429,156.8571429,-38.28571429,1885.785714,-38.14285714,358.7857143,490.7142857,502.6428571,502.3571429,427.3571429,426.2857143,53,238.2857143,154.5714286,5.142857143,2259.857143,723.1428571,1268.214286,504,473,408,508,173,421,60,40,-148,930,-1645,-850,470,493,390,416,395,32,-20,-24,-132,523,-1447,37,1.484614978,5.364280959,28.55758593,0,2.824817133,15.33636468,102.309654,87.85934957,49.81598793,500.1055858,691.8107562,594.6607891,7.544426244,3.497083333,31.1622646,6.078147543,13.40803901,8.246211251,127.7561453,88.15061323,123.0788697,981.4855255,1301.694712,711.5547543
505,480,498,508,189,449,544,208,76,-1245,2147,2710,492,508,511,432,418,25,404,752,152,-228,2467,2554,502.4285714,474.8571429,481.6428571,508,185,417.2142857,311.4285714,104,-18.85714286,-2151.071429,775.7857143,1129.285714,406.7142857,505.0714286,511,428.2857143,403.2142857,13,179.4285714,243.1428571,-66.57142857,-2397.785714,1205.142857,1556.642857,498,468,450,508,182,402,148,-12,-176,-2862,-314,-67,359,499,511,425,386,3,-372,-132,-284,-4526,77,305,1.635074735,3.943478212,11.96785661,0,2.618614683,13.52869211,105.4065018,63.51602722,65.21049121,442.2672857,752.7339863,853.1469835,43.05715234,2.462991379,0,1.943067216,11.80906777,5.891883036,174.0598068,217.9760331,144.7567982,946.1543349,711.270077,581.4566201
488,506,498,509,193,477,716,284,164,5595,4167,4703,509,507,511,448,455,149,1024,1360,304,12817,3001,4375,458.2666667,503.8666667,403,508.4,170.4666667,439.9333333,344.8,69.86666667,-45.33333333,2372.933333,231.9333333,2025.666667,462.8666667,494.6666667,511,439.2,446.1333333,130.6666667,242.6666667,98.66666667,-66.4,2448.333333,281.9333333,2384.533333,433,500,287,508,125,360,156,-440,-364,964,-2662,-123,429,480,511,434,440,109,-176,-612,-248,-4473,-1916,703,18.41907224,1.499629584,64.27856045,0.489897949,19.69387948,38.69102681,147.5936765,175.6533961,147.1627972,1279.088815,2003.675971,1451.644018,23.99685165,7.786027371,0,4.693257575,4.54410485,12.92370776,265.2964799,404.037402,152.586937,3603.619693,1601.635517,1219.730892
495,500,500,509,185,476,720,600,156,13130,5827,1773,435,506,511,461,453,128,448,456,256,4158,4262,3460,485.8571429,492.3571429,451.2857143,508.1428571,176.5714286,454,310,108.2857143,-28.85714286,1520.571429,2202,708.2142857,406.0714286,504.0714286,511,444.3571429,445,112.0714286,277.4285714,129.4285714,-86.28571429,1565.571429,2989.642857,607.5714286,476,485,382,508,158,417,-40,-308,-268,-8705,-646,-908,357,502,511,435,438,103,4,-200,-188,-1608,1655,-1579,6.266203486,5.286196889,35.38649575,0.349927106,7.669180304,14.01020037,217.8741445,228.688006,124.3054172,4212.253939,1525.213943,833.4855538,23.3435959,1.437472271,0,7.344649587,4.840306956,6.87089395,126.3881291,187.7421158,110.9925535,1638.046123,606.9342877,1466.56804
471,473,509,508,149,399,516,1412,448,10473,2557,2533,466,489,511,440,438,32,536,392,116,2908,1156,2723,405.4285714,449.9285714,492.2142857,507.7142857,131.6428571,375.5714286,276.5714286,217.7142857,15.42857143,2211.214286,-1318.642857,845.9285714,457.0714286,486.2142857,511,434.2857143,435.5714286,29.35714286,230,99.42857143,-42.85714286,1712.642857,-555.2857143,1860.142857,333,439,420,507,113,346,24,-480,-320,-3684,-4951,79,432,484,511,430,432,27,-28,-296,-224,-5,-2148,895,54.64785225,9.52038629,22.47912864,0.451753951,14.55338519,17.30282506,122.2723624,478.2054891,157.6604463,3001.584443,2441.655077,712.793545,10.24321577,1.263700429,0,2.657296463,1.678191446,1.540275618,133.7438917,186.0559495,92.89537674,844.1505965,997.9021873,602.4305363
465,510,489,329,431,436,252,76,116,100,-87,-266,447,471,467,239,471,336,228,0,-68,103,7,341,462.9285714,510,486.7857143,328,429.6428571,436,243.1428571,65.71428571,94.85714286,-44.5,-117.9285714,-302,445.1428571,469.2857143,458.2142857,234.2142857,469.4285714,333.5,225.1428571,-3.428571429,-80.28571429,91.07142857,-10.42857143,307.9285714,461,510,483,326,429,436,216,44,88,-253,-159,-367,443,467,446,230,467,331,212,-8,-96,78,-36,287,1.279748062,0,2.076348836,1,0.717848259,0,8.576189154,7.045044575,9.37212541,102.069829,21.28199872,30.16147022,1.406979686,1.160576915,6.591970998,2.623481096,1.178030179,1.546886273,4.389226142,2.969229956,6.67006716,6.984311866,13.91152803,17.06903749
468,510,487,330,430,436,248,72,96,33,-67,-265,445,468,458,241,470,334,228,0,-76,118,51,359,466.5714286,510,484.6428571,326.5714286,429.2142857,435.6428571,243.4285714,67.42857143,92.57142857,9.857142857,-106.8571429,-313,444.4285714,467.4285714,452.4285714,239.1428571,468.5714286,332.7857143,225.1428571,-4,-80.28571429,98.5,-12.64285714,315.2857143,466,510,482,319,429,435,240,64,88,-15,-138,-345,444,466,448,236,467,332,220,-8,-88,79,-52,258,0.622699849,0,1.715773164,3.331972511,0.410325903,0.479157424,2.55550626,2.55550626,2.55550626,13.4262916,18.82193683,21.7912171,0.494871659,0.728431359,2.664965444,1.807015806,0.903507903,0.557874977,2.356060357,2.618614683,3.843892585,10.25914226,29.14399508,28.42390486
467,510,488,335,442,441,248,72,112,43,50,-171,441,461,485,230,480,343,244,4,-68,193,233,572,464.1428571,510,484.5714286,332.5,437.7142857,440.0714286,244.2857143,66,94,-11.64285714,-75.71428571,-284.5,437.3571429,454.6428571,477.8571429,225.1428571,479.5714286,330.2857143,227.1428571,-4.857142857,-78.85714286,81.71428571,33.78571429,273.5,461,510,481,330,433,440,240,60,84,-108,-166,-362,435,449,468,219,478,327,224,-16,-92,0,-208,48,1.921946292,0,2.527400859,1.295596939,2.343031352,0.257539377,2.373321104,4.472135955,6.546536707,40.40970029,56.71914337,58.49633688,1.949620581,4.063902819,4.580348441,3.181579636,0.728431359,4.681705602,5.276052946,6.081084758,5.938459912,51.62284734,126.7653505,142.4222846
509,510,510,341,431,459,340,216,196,4485,616,426,445,474,501,265,494,514,400,120,8,1536,551,722,480.2857143,510,507.8571429,330.2142857,425.6428571,455.7142857,252.2857143,49.42857143,93.42857143,719.9285714,22.5,-48.85714286,417.8571429,461.7142857,405.2142857,231.7857143,457.8571429,391.2857143,200.2857143,34,-92,305.2857143,-162.5,-2.142857143,431,510,496,293,422,454,140,-52,-60,-464,-720,-626,398,455,326,171,426,337,-136,-16,-200,-166,-1294,-1031,30.18379076,0,4.103259033,12.45665956,3.153391436,1.531972185,46.97632925,72.19983606,72.13649194,1634.399998,419.778981,322.4010052,17.04974714,5.469768491,62.09115255,31.22539848,24.58761925,72.0589328,116.9953775,33.76388603,65.39550006,530.4999567,464.9269912,485.7691776
508,510,511,336,435,460,316,280,264,1922,1811,1182,438,475,504,381,489,345,284,140,96,1895,447,1387,475.2142857,510,506.6428571,302.3571429,429.5,452.2142857,216.8571429,60.57142857,92.85714286,290.2857143,91,-285.9285714,405.7142857,447.3571429,484.6428571,289.7857143,453,319.2142857,214.5714286,7.142857143,-97.71428571,151.1428571,-62,216.3571429,445,510,499,267,420,443,-8,-68,-44,-641,-2149,-1653,384,427,429,219,414,283,152,-120,-340,-366,-1912,-747,21.44487475,0,4.592029474,24.12647373,4.531634836,6.773673528,91.81569827,76.14808344,73.35516064,761.3478113,944.9653055,715.2485546,17.45782089,15.74169687,23.38988531,56.26109868,23.90457219,22.14297235,40.83715795,79.15523369,100.1452007,630.1057572,589.4613764,475.9068947
485,510,510,272,429,458,480,192,144,1135,303,229,428,447,505,285,484,351,636,244,68,608,884,692,466.1428571,510,508.7142857,268.5,424.3571429,457,243.1428571,67.14285714,80.28571429,270.2142857,134.7857143,-13.42857143,408.5,438.8571429,479.4285714,268.4285714,475.5714286,339.8571429,262.8571429,-4,-101.1428571,110.3571429,203,289.7142857,450,510,507,265,421,456,88,-48,-20,-131,-269,-513,387,430,408,235,467,334,-48,-116,-200,-337,-231,-407,12.68214235,0,1.27775313,2.129721645,2.021567385,0.654653671,88.46860391,58.18548806,43.59460742,350.9682889,168.2329077,221.4225806,13.97829951,4.564727231,31.3658465,16.93565253,5.57692037,6.334228365,176.534439,96.74709298,78.41907307,327.6059495,318.9209486,306.4416581
490,510,510,271,424,453,348,252,224,1061,453,492,430,454,496,306,484,340,332,304,84,1102,527,426,467.0666667,510,505.7333333,261.2666667,420.1333333,451.8666667,234.1333333,58.66666667,106.4,298.9333333,58,-87,417.8666667,448.9333333,476.8,271.0666667,472.2,332.6666667,236.8,57.06666667,-77.06666667,497.2666667,59.4,98.33333333,457,510,496,257,417,451,64,-48,-68,-215,-311,-386,411,441,453,237,460,329,108,-48,-168,-384,-809,-226,10.41451978,0,3.940671122,4.552898954,1.857118437,0.718021974,86.01229886,65.65634437,73.86907337,375.227836,211.6579001,244.7169794,5.572152985,3.837823457,14.00095235,23.75560753,7.063521313,3.339993347,65.72995258,101.1134456,67.73228346,401.4999322,376.7596581,199.8151368
505,510,510,270,434,448,452,324,248,2193,2038,-423,425,443,501,264,482,356,404,288,164,-751,700,3587,490.4,510,503.9333333,262.8666667,426.6666667,446.8666667,265.8666667,76.53333333,114.4,-1239,-1751.466667,-1455,409.6666667,429.6666667,448.2,227.2666667,469.0666667,342.8,225.0666667,38.93333333,-66.66666667,-1525.333333,-80.73333333,1543.666667,483,510,492,252,421,446,32,-152,-76,-3395,-4746,-2792,397,420,354,204,452,336,60,-92,-276,-2724,-1210,-128,6.437390776,0,5.790413533,6.064834888,4.173993558,0.884433277,135.101871,109.844658,74.74472111,1588.448341,1678.705131,710.3630058,9.51256479,7.327270221,39.19727882,15.34260589,9.787520399,5.968807809,102.4131936,90.59762077,105.9979035,565.4871253,537.3662273,1096.240708
488,510,509,281,431,451,344,240,228,1606,1755,909,417,448,501,301,488,377,404,220,144,2556,1653,2277,478.9285714,510,507,268.5714286,425.7142857,446.1428571,174.2857143,47.71428571,109.7142857,-620.0714286,139.2142857,60.92857143,404.5,430.3571429,445.2142857,240.5714286,467.9285714,347.3571429,245.4285714,44,-93.42857143,-54.42857143,371.5714286,112.2142857,469,510,503,254,423,444,-52,-72,0,-3336,-1103,-1860,389,417,332,185,433,324,88,-128,-196,-2573,-1091,-1527,5.457161556,0,1.927248223,8.845614617,2.217739242,2.641891716,104.4245651,100.5296179,69.62289091,1212.026842,815.0231529,704.8356915,9.759610648,10.6811392,54.0081721,34.20466611,17.4005923,17.01095085,101.0188909,93.01305592,93.43730846,1598.408035,955.3026233,1112.316064
504,510,509,278,443,469,772,220,236,2070,1247,1527,424,482,504,293,486,516,400,164,0,1263,952,4832,461.7333333,510,506.4666667,252.7333333,429.8,464.1333333,297.6,38.93333333,26.4,-34.26666667,-1232.8,-1088.533333,394.0666667,463.2,451.8666667,256.9333333,467.8666667,429.8666667,223.2,-32.8,-80,-114.7333333,-389.5333333,1489.4,404,510,503,234,422,458,-20,-224,-360,-2240,-3909,-3155,367,450,361,225,443,356,76,-180,-228,-2334,-2566,-731,33.06451606,0,2.093375796,13.63068434,7.194442299,3.862066229,198.2795333,112.4511548,147.0840123,1465.719776,1788.223446,1454.553992,18.47328401,11.17855089,48.11079805,19.709445,14.69179665,61.45010623,85.36915915,95.89104929,61.34492644,1146.303768,840.5808204,1693.65651
489,510,509,256,446,456,568,1248,484,2451,3094,3621,461,480,481,280,494,504,988,616,1068,2617,745,6532,443.3333333,510,506,247.8666667,429.8666667,454.1333333,199.4666667,161.6,52.26666667,-11.26666667,-1974.6,-1506.466667,407.4,473.5333333,432.2666667,247.3333333,477.6666667,379.6,354.1333333,23.2,23.46666667,181.2666667,-712,2030.8,373,510,499,237,417,452,-640,-608,-224,-4219,-4232,-4553,373,463,354,218,453,346,-12,-384,-284,-2205,-4074,-78,46.57991937,0,2.708012802,4.814792023,10.55693558,1.024152766,278.3987229,431.0626869,167.086192,1961.062415,1879.342573,2188.665251,31.75699398,4.814792023,42.63874086,19.92541649,13.47920209,45.77160692,264.3426732,255.6756278,345.2314908,1363.56799,1178.50029,1672.951771
358,511,510,253,424,447,1016,920,904,6103,4571,5527,463,485,365,296,496,414,880,296,352,8435,6357,4174,349.8,510.0666667,508.8,242,416.4666667,445.2666667,48.8,124.8,-233.6,1362.666667,16.33333333,1793.8,456.5333333,481.1333333,314,270.1333333,492.0666667,363,212.8,-78.13333333,22.93333333,712.2,1535.066667,193.9333333,341,510,508,233,409,444,-664,-336,-1740,-1560,-7428,-1250,450,478,263,255,486,337,-480,-1148,-340,-6760,-827,-4987,4.982636518,0.249443826,0.653197265,4.926120854,4.54410485,0.77172246,401.1216274,393.4129637,722.7618142,1906.880443,2477.294618,1806.377635,3.422799374,2.21710522,27.77048793,10.32063736,3.234535859,25.02532051,277.932174,329.8900558,168.313781,4448.706047,1984.65656,2282.495753
502,510,509,295,445,444,1048,916,1200,2725,971,780,383,479,427,338,484,488,1476,952,404,51,2355,8405,488.8,510,506.6666667,269.4,439.6,442.4666667,172.2666667,45.33333333,-26.93333333,-2029,-3088.533333,-2077.266667,359.1333333,471,295.5333333,301.1333333,460,388.6,258.4,6.666666667,-77.86666667,-2731.933333,-573.1333333,2962.666667,471,510,503,250,432,441,-1020,-400,-1004,-9432,-6914,-6476,343,458,161,260,404,311,-208,-404,-752,-9475,-4199,-981,11.32077736,0,2.270584849,13.6762568,3.261901286,1.257864151,569.6735283,314.0876028,581.0546121,2551.719551,2433.83368,2160.14146,12.81596227,6.850790709,85.02694998,19.30066205,20.30763403,46.08803171,513.3498872,318.9103671,294.1414323,2483.540684,1674.571781,2821.229275
470,510,509,256,449,444,648,836,1364,2967,904,1511,436,489,482,296,493,417,2040,1412,200,4193,1438,4398,414.8,510,505.4,244.0666667,427.8,441.5333333,262.9333333,-58.66666667,55.73333333,-668.2666667,-2159.466667,-1897.466667,390.2,481,447.8666667,264.6666667,476.1333333,341.8666667,186.4,140,-77.86666667,-607.0666667,-519.3333333,1591.066667,331,510,499,230,409,439,-76,-1688,-708,-7752,-4774,-4533,344,464,370,235,429,322,-396,-336,-396,-6312,-3738,-844,51.16535286,0,3.421500645,8.070247139,14.17133256,1.30979218,202.9671457,546.985273,526.5261585,2558.157578,1754.496656,1504.355759,35.06413172,7.518865163,32.21566217,16.60388174,17.33922977,21.59588438,541.7912021,391.2400797,152.685239,2706.383995,1327.637785,1440.216996
461,510,510,252,443,448,980,504,1396,7101,5910,6212,471,488,473,299,493,443,928,696,72,4298,5403,970,410.3333333,510,509.2,242.6,437.1333333,444,297.0666667,27.73333333,186.9333333,742.9333333,1494.8,2053.733333,414.3333333,480.5333333,400.2,266,480.8666667,347.2,353.0666667,94.13333333,-231.2,516.4666667,2069.266667,-1087.733333,354,510,508,231,427,440,-304,-560,-540,-5137,-1502,-975,368,471,291,235,459,328,-64,-216,-1684,-3435,-421,-4433,41.27253593,0,0.54160256,6.322446784,5.239168721,2.581988897,370.330207,285.6663477,479.4384864,2921.653766,1715.243586,2053.017372,34.7403064,4.924316083,59.05387371,16.761066,11.37169977,26.50584841,288.8744749,262.7845421,423.6179411,1640.020929,1692.275173,1446.141877